record_id,country,emirate,admin_region,city_town,area_name,area_type,parent_area,slug,source_url
UAE-0337,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Dafan Al Nakheel,district,,dafan-al-nakheel-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0338,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Juwais,district,,al-juwais-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0339,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Khuzam,district,,khuzam-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0340,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Sidroh,district,,sidroh-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0341,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Seih Al Uraibi,district,,seih-al-uraibi-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0342,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Seih Al Hudaibah,district,,seih-al-hudaibah-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0343,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Qusaidat,district,,al-qusaidat-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0344,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Julphar,district,,julphar-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0345,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Mairid,district,,al-mairid-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0346,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Mamourah,district,,al-mamourah-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0347,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Dhait North,district,Al Dhait,al-dhait-north-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0348,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Dhait South,district,Al Dhait,al-dhait-south-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0349,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Rams,coastal town,,al-rams-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0350,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Jazirah Al Hamra,historic village,,al-jazirah-al-hamra-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0351,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Hamra Village,master community,Al Jazirah Al Hamra,al-hamra-village-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0352,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Mina Al Arab,waterfront community,,mina-al-arab-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0353,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Marjan Island,island,,al-marjan-island-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0354,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Riffa,district,,al-riffa-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0355,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Kharran,district,,al-kharran-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0356,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Digdaga,district,,digdaga-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0357,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Khatt,district,,khatt-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0358,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Fahlain,district,,al-fahlain-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0359,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Ghail,district,,al-ghail-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0360,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Al Shaam,mountain/coastal area,,al-shaam-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0361,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Ghalilah,coastal village,,ghalilah-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0362,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Shamal,district,,shamal-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0363,United Arab Emirates,Ras Al Khaimah,RAK City & Coastal Region,Ras Al Khaimah,Rams Road Corridor,corridor district,Al Rams,rams-road-corridor-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0364,United Arab Emirates,Ras Al Khaimah,Mountain Region,Masafi,Masafi,town,,masafi-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0365,United Arab Emirates,Ras Al Khaimah,Mountain Region,Wadi Shah,Wadi Shah,village,,wadi-shah-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0366,United Arab Emirates,Ras Al Khaimah,Mountain Region,Wadi Khadeja,Wadi Khadeja,village,,wadi-khadeja-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0367,United Arab Emirates,Ras Al Khaimah,Mountain Region,Shawka,Shawka,village,,shawka-ras-al-khaimah,https://stg.rak.ae/wps/portal/portalrevamp
UAE-0368,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Fujairah City,city,,fujairah-city-fujairah,https://fujairah.ae/en
UAE-0369,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Al Faseel,district,,al-faseel-fujairah,https://fujairah.ae/en
UAE-0370,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Madhab,district,,madhab-fujairah,https://fujairah.ae/en
UAE-0371,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Sakamkam,district,,sakamkam-fujairah,https://fujairah.ae/en
UAE-0372,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Qidfa,district,,qidfa-fujairah,https://fujairah.ae/en
UAE-0373,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Mirbah,district,,mirbah-fujairah,https://fujairah.ae/en
UAE-0374,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Al Gurfa,district,,al-gurfa-fujairah,https://fujairah.ae/en
UAE-0375,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Murbah,district,,murbah-fujairah,https://fujairah.ae/en
UAE-0376,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Fujairah Free Zone,free zone,,fujairah-free-zone-fujairah,https://fujairah.ae/en
UAE-0377,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Fujairah,Fujairah Port Area,port district,,fujairah-port-area-fujairah,https://fujairah.ae/en
UAE-0378,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Dibba Al Fujairah,Dibba Al Fujairah,city,,dibba-al-fujairah-fujairah,https://fujairah.ae/en
UAE-0379,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Dibba Al Fujairah,Al Bidya,coastal village,,al-bidya-fujairah,https://fujairah.ae/en
UAE-0380,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Dibba Al Fujairah,Dhadna,coastal village,,dhadna-fujairah,https://fujairah.ae/en
UAE-0381,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Dibba Al Fujairah,Al Aqah,coastal village,,al-aqah-fujairah,https://fujairah.ae/en
UAE-0382,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Dibba Al Fujairah,Al Hala,village,,al-hala-fujairah,https://fujairah.ae/en
UAE-0383,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Dibba Al Fujairah,Rul Dadna,district,,rul-dadna-fujairah,https://fujairah.ae/en
UAE-0384,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Dibba Al Fujairah,Quraiyah,coastal village,,quraiyah-fujairah,https://fujairah.ae/en
UAE-0385,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Dibba Al Fujairah,Rughaylat,coastal village,,rughaylat-fujairah,https://fujairah.ae/en
UAE-0386,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Bithnah,Bithnah,town,,bithnah-fujairah,https://fujairah.ae/en
UAE-0387,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Masafi,Masafi,town,,masafi-fujairah,https://fujairah.ae/en
UAE-0388,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Awhala,Awhala,village,,awhala-fujairah,https://fujairah.ae/en
UAE-0389,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Wadi Siji,Wadi Siji,valley settlement,,wadi-siji-fujairah,https://fujairah.ae/en
UAE-0390,United Arab Emirates,Fujairah,Fujairah & Dibba Region,Wadi Ham,Wadi Ham,valley settlement,,wadi-ham-fujairah,https://fujairah.ae/en
UAE-0391,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Umm Al Quwain City,city,,umm-al-quwain-city-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0392,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Al Raas,district,,al-raas-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0393,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Al Salamah,district,,al-salamah-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0394,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Al Humrah,district,,al-humrah-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0395,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Old Town,historic district,Umm Al Quwain City,old-town-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0396,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Umm Al Quwain Marina,waterfront district,Umm Al Quwain City,umm-al-quwain-marina-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0397,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Al Seanneeah,district,,al-seanneeah-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0398,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Al Dar Al Baida,district,,al-dar-al-baida-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0399,United Arab Emirates,Umm Al Quwain,Umm Al Quwain Coastal Region,Umm Al Quwain,Industrial Area,industrial zone,,industrial-area-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0400,United Arab Emirates,Umm Al Quwain,Falaj Al Mualla Region,Falaj Al Mualla,Falaj Al Mualla,town,,falaj-al-mualla-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0401,United Arab Emirates,Umm Al Quwain,Falaj Al Mualla Region,Al Abraq,Al Abraq,rural settlement,,al-abraq-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0402,United Arab Emirates,Umm Al Quwain,Falaj Al Mualla Region,Al Labsa,Al Labsa,rural settlement,,al-labsa-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0403,United Arab Emirates,Umm Al Quwain,Falaj Al Mualla Region,Al Riyadh,Al Riyadh,rural settlement,,al-riyadh-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
UAE-0404,United Arab Emirates,Umm Al Quwain,Falaj Al Mualla Region,Umm Al Thuoob,Umm Al Thuoob,rural settlement,,umm-al-thuoob-umm-al-quwain,https://fmd.uaq.ae/en/about-us/overview.html
